"#AUTHID","STATUS","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY"
"b7b7764cfa1c523e4e93ab2a79a946c4","should spend less time writing chapters for the story she'll never finish, and try reading more books. Preferably, during the daytime, and not at 3:00 AM.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",08/04/09 06:59 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is watching kid's cartoons and wishing she weren't so old.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",08/20/09 11:55 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has work tomorrow, and hopes they teach her how to use the cash register. :D",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",09/05/09 01:20 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is grateful she did most of her work during her wait for a ride home this afternoon and then during the Open House. Sleeeep, she beckons.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",09/15/09 02:27 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has a really confusing internal dilemma. She also wonders if anyone can guess what it is.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/08/09 02:05 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","thinks she needs to stop leaving so many pictures half-done before getting new ideas.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",09/30/09 02:01 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has grown weary of drawing her paranoid, soldier//housewife Jynx character in comic form, and must thusly go to sleep to replenish her desire to work tirelessly on a mere audition.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/16/09 01:39 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is seeing 9 tonight... maybe?",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",09/09/09 09:23 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is going to work on comics, then crash into her futon with all the love unconsciousness deserves.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/23/09 09:57 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","WEEKEND. I LOVE YOU.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",08/29/09 02:48 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is listening to Relient K and thinking about plants, lawyers, and internships.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/19/09 01:07 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is drawing instead of homeworking. :| This is fun, but not good.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",09/24/09 01:28 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","will sleep like a champion tonight.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/03/09 02:27 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","dishes, webcomics, laziness, internal lack of disruption. Alright.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/30/09 07:45 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","wishes she weren't ticklish sometimes. Right now, though, is not one of those times. :)",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/26/09 12:45 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has a magical ceiling.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/10/09 03:24 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","went to bed early, slept in, and still feels like she hasn'tgotten a proper night's sleep.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",11/13/09 10:35 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","got taught how to use the register (<3!!!~), enjoyed (500) Days of Summer, and is looking forward to going to the beach Monday.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",09/06/09 12:50 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","hates FML on principle.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",11/01/09 11:32 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","realizes traditional media hate her and has shunned her penvcils in favor of the tablet. That'll learn 'em.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",11/23/09 07:17 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","was all prepared to do her weekend homeowrk the morning it was due, but realized she left the necessary binder at school. FFFFFFFFFFFFF-",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/12/09 09:33 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has early work blargedy-argdey-blah. Minimuuum waaaage, I looove youuu.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/11/09 10:33 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","Far away // This ship has taken me so far away... Goshdarnit, Muse, stop being so awesome.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/05/09 11:36 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is a little excited to see the talent show.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",11/09/09 10:50 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is tired. She would sleep, but there's a cat on her desk that requires supervision.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",11/21/09 10:16 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","I don't hate you.// Well, you found me. Congratulations. Was it worth it?// The only thing you've managed to break so far is my heart.// This isn't brave. It's murder.// What did I ever do to you?// You don't care, do you.// Please proceed to Andorid Hell.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/07/09 04:29 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","needs a stupid, fluffy book to read inbetween experiences of normalcy.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",11/06/09 03:14 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","will be up very late so she can ride with her dad to the airport to pick up her mamacita from a (as of now) 11:20 PM landing in from Illinois.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/01/09 02:32 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","IS IN COMPLETE LOVE WITH THE BLACKBERRY HER MOM JUST SURPRISED HER WITH. AND YES. SHE IS SO EXCITED, THAT CAPS ARE COMPLETELY NECESSARY. <3 <3 <3 <3 <3<3",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/05/09 10:04 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is looking forward to early January. Not the birthday per se, but the potential to meet a good friend. :)",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/10/09 01:23 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","needs to stop listening to her normal playlist if she wants to stop waking up feeling like she's missed something big.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/13/09 01:10 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","spews toxic gas into your personal air bubble. It's super effective!",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/13/09 04:21 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has a comfortably comfy and mildly oversized cotton jacket from Wal*Mart. Yay, it's so soft. <3 <3 <3",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",11/28/09 01:47 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","thinks Oviedo play was awesome (as it should be. Sleep, though-- she beckons sweetly with the promise of dreams and pillow-related comfort. Night all.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/05/09 02:54 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","just made a nucketful of cookies and a bunch of baked fries. :) Yes, I am awesome.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/15/09 05:03 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has made more cookies, as well as a bunch of croissants for breakfast and piggies in various blankets for tomorrow afternoon. Despite the late//early hour, this is only further awesomeness.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/17/09 05:21 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has a fair idea of how to manage the 2.5 kids cliche... She just needs a very strong gentleman named *PROPNAME* and thriteen wet napkins.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",11/24/09 05:07 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","saw Up. Also saw two Chuck Norris movies. FFFFFFFFFFFF- WEIRDEST MIX EVER.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",06/18/09 05:44 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has an Autobot lunchbox, and can therefore die happy now. :) In other news, she has also spent the last three hours on an off reading a webcomic that started in 1999.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/21/09 03:58 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4",", in the post office, with the long-overdue copy of Photoshop for a friend. I win at the game of Clue.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/23/09 04:34 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","Clakclakclak rawrrrrr mel haxxxxxx RWRRRRRRRR LOLZLOLZLOLZLOLZ IM SO HOOD PUNK STOOPID YO",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/07/09 08:42 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","We are not who you think we are. We are Golden.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/26/09 01:31 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","I am a lumberjack with a Castro Hat.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/30/09 06:45 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","The day you wake up and realize you've just slept twelve hours and still want to sleep some more is the day you need to get back on a regular sleeping schedule.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",07/06/09 07:25 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","actually doesn't mind coloring with markers as much as she thought. Yay for coloring vividly creepy villainesses! :D",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/31/09 03:31 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","thinks maybe singing along with the radio during most of the eight-hour ride home didn't help her throat//cough//chestcold thingvery much.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",12/30/09 02:10 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","drove to a gas station. Number of times sent into a panic behind the wheel: 6. I hate 40 mph zones. D;",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",11/30/09 12:31 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","A Great New Year to everybody. :) <3 Make the best of everything you see, and never let the bad stuff keep you down for long!",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/01/09 04:37 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has 48 hours to do pretty much all her break work, clean her room, do the dishes, rearrange the furniture in her room, and practive drop spins maybe a dozen more times. XD Why not, right?",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/02/09 10:26 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is open to requests.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",07/30/09 04:57 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is frankly at a loss as far as her current internal project.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/06/10 02:49 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is gonna stay awake all night. Then I should be able to just pass out at 9 PM tomorrow (today).",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",08/07/09 07:40 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","can't sleep. Remedies?",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",07/22/09 06:06 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","Why are the people I want to talk to never online when I am?",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",08/23/09 03:43 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","needs to stop stressing over her personal stuff. Homework beckons with a bejeweled, smirking claw, and I must answer, tethered by iron to the responsibilities of real life.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/07/10 09:42 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is in love with her hair today. <3",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/11/10 10:18 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","was right. :) Today was pretty much fantastic, all around.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/16/10 03:39 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","feels tomorrow will be a busy and very nice day. :)",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/15/10 03:12 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is in the last day of her two-day mad dash to finish. Can she get all her work done it time???",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/03/09 09:13 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","Is it a problem if my main reason to come to Facebook now is to join groups and become a fan of things?",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/21/10 01:16 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","had a three hour nap this afternoon and can't sleep because of it.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",09/21/09 02:39 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","My dogs are so hood.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/07/10 02:59 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is on a roll; one short of a turkey, now.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/28/10 01:41 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","can't breathe and feels like her insides are clawing their way out through her belly button. I hate pain.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",02/02/10 03:25 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is reflecting on it and is actually very happy she's not in IB right now.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",10/01/09 11:11 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has her class ring in with it's changes! Whoop whoop! <3 :D",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",02/05/10 03:55 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","KISS. KISS. LICK. <3",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/31/10 03:38 PM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","is too lazy to put her stuff back in order. Maybe tomorrow.",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/18/10 02:35 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"b7b7764cfa1c523e4e93ab2a79a946c4","has a serious crush on *PROPNAME*. <3",2.65,3.00,3.15,3.25,4.40,"n","y","n","n","y",01/25/10 02:57 AM,180,14861.6,93.29,0.03,15661,0.49,0.1
"318bf822d4f2bd3920367560218619c0","has bed bugs..... ewwwww!",4.50,4.00,3.00,4.50,3.75,"y","y","n","y","n",06/27/09 11:21 PM,318,49024.8,97.88,0.02,49584,0.49,0.06
"318bf822d4f2bd3920367560218619c0","and mosquito bites",4.50,4.00,3.00,4.50,3.75,"y","y","n","y","n",06/23/09 05:41 AM,318,49024.8,97.88,0.02,49584,0.49,0.06
"318bf822d4f2bd3920367560218619c0","Mondays are the new thursdays- anthony bourdain + *PROPNAME*  = forgetting your financial troubles",4.50,4.00,3.00,4.50,3.75,"y","y","n","y","n",06/23/09 05:41 AM,318,49024.8,97.88,0.02,49584,0.49,0.06
"318bf822d4f2bd3920367560218619c0","is annoyed with herself",4.50,4.00,3.00,4.50,3.75,"y","y","n","y","n",06/19/09 12:26 AM,318,49024.8,97.88,0.02,49584,0.49,0.06
"318bf822d4f2bd3920367560218619c0","is not turning on her cell at the moment, or for the next few days- dont take it personally.",4.50,4.00,3.00,4.50,3.75,"y","y","n","y","n",07/10/09 10:23 PM,318,49024.8,97.88,0.02,49584,0.49,0.06
"318bf822d4f2bd3920367560218619c0","Is trying to figure out everything.....",4.50,4.00,3.00,4.50,3.75,"y","y","n","y","n",06/20/09 01:41 AM,318,49024.8,97.88,0.02,49584,0.49,0.06
